resp,S1,S2,S3
1,5,4,2
1,2,4,6
1,1,5,6
1,5,4,1
0,1,2,5
1,6,5,4
0,6,3,2
1,4,2,1
1,3,2,1
1,3,4,6
0,6,4,1
1,4,3,1
0,5,4,3
1,1,3,5
0,2,3,5
0,6,3,1
1,3,5,6
0,6,5,2
1,1,2,6
0,2,3,4
